prefecture,type,year,land_price,ping_unit_price,change
神奈川県,総平均,2009年［平成21年］,23万8049円/m2,78万6940円/坪,-5.29％
神奈川県,総平均,2010年［平成22年］,22万9964円/m2,76万0211円/坪,-3.40％
神奈川県,総平均,2011年［平成23年］,22万5916円/m2,74万6830円/坪,-1.76％
神奈川県,総平均,2012年［平成24年］,22万4937円/m2,74万3596円/坪,-0.43％
神奈川県,総平均,2013年［平成25年］,22万8880円/m2,75万6630円/坪,+1.75％
神奈川県,総平均,2014年［平成26年］,23万3405円/m2,77万1588円/坪,+1.98％
神奈川県,総平均,2015年［平成27年］,23万6509円/m2,78万1851円/坪,+1.33％
香川県,基準地価平均,1983年［昭和58年］,4万5580円/m2,15万0679円/坪,
香川県,基準地価平均,1984年［昭和59年］,4万6444円/m2,15万3535円/坪,+1.90％
香川県,基準地価平均,1985年［昭和60年］,5万2364円/m2,17万3104円/坪,+12.75％
香川県,基準地価平均,1986年［昭和61年］,5万2306円/m2,17万2915円/坪,-0.11％
香川県,基準地価平均,1987年［昭和62年］,5万3197円/m2,17万5860円/坪,+1.70％
香川県,基準地価平均,1988年［昭和63年］,5万6529円/m2,18万6873円/坪,+6.26％
香川県,基準地価平均,1989年［平成元年］,10万0320円/m2,33万1636円/坪,+77.47％
香川県,基準地価平均,1990年［平成2年］,14万6884円/m2,48万5567円/坪,+46.42％
鹿児島県,総平均,2013年［平成25年］,5万2155円/m2,17万2416円/坪,-0.07％
鹿児島県,総平均,2014年［平成26年］,5万2091円/m2,17万2202円/坪,-0.12％
鹿児島県,総平均,2015年［平成27年］,5万1325円/m2,16万9671円/坪,-1.47％
鹿児島県,総平均,2016年［平成28年］,5万0918円/m2,16万8323円/坪,-0.79％
鹿児島県,公示地価平均,1983年［昭和58年］,11万4348円/m2,37万8011円/坪,
鹿児島県,公示地価平均,1984年［昭和59年］,11万4302円/m2,37万7860円/坪,-0.04％
神奈川県,総平均,2016年［平成28年］,23万9815円/m2,79万2779円/坪,+1.40％
神奈川県,公示地価平均,1983年［昭和58年］,20万8529円/m2,68万9352円/坪,
神奈川県,公示地価平均,1984年［昭和59年］,21万5044円/m2,71万0891円/坪,+3.12％
神奈川県,公示地価平均,1985年［昭和60年］,22万0668円/m2,72万9483円/坪,+2.62％
神奈川県,公示地価平均,1986年［昭和61年］,23万3442円/m2,77万1709円/坪,+5.79％
神奈川県,公示地価平均,1987年［昭和62年］,37万5599円/m2,124万1651円/坪,+60.90％
香川県,基準地価平均,1991年［平成3年］,16万1901円/m2,53万5211円/坪,+10.22％
香川県,基準地価平均,1992年［平成4年］,15万2350円/m2,50万3636円/坪,-5.90％
香川県,基準地価平均,1993年［平成5年］,13万3064円/m2,43万9881円/坪,-12.66％
香川県,基準地価平均,1994年［平成6年］,12万3058円/m2,40万6804円/坪,-7.52％
鹿児島県,公示地価平均,1985年［昭和60年］,11万5605円/m2,38万2165円/坪,+1.14％
鹿児島県,公示地価平均,1986年［昭和61年］,11万6087円/m2,38万3759円/坪,+0.42％
鹿児島県,公示地価平均,1987年［昭和62年］,11万5780円/m2,38万2743円/坪,-0.26％
鹿児島県,公示地価平均,1988年［昭和63年］,13万5792円/m2,44万8901円/坪,+17.29％
鹿児島県,公示地価平均,1989年［平成元年］,13万6695円/m2,45万1885円/坪,+0.66％
鹿児島県,公示地価平均,1990年［平成2年］,21万9545円/m2,72万5770円/坪,+60.61％
神奈川県,公示地価平均,1988年［昭和63年］,76万7165円/m2,253万6083円/坪,+104.25％
神奈川県,公示地価平均,1989年［平成元年］,75万3606円/m2,249万1261円/坪,-1.77％
神奈川県,公示地価平均,1990年［平成2年］,77万5684円/m2,256万4247円/坪,+2.93％
神奈川県,公示地価平均,1991年［平成3年］,79万2392円/m2,261万9478円/坪,+2.15％
神奈川県,公示地価平均,1992年［平成4年］,75万5791円/m2,249万8485円/坪,-4.62％
神奈川県,公示地価平均,1993年［平成5年］,60万8138円/m2,201万0376円/坪,-19.54％
香川県,基準地価平均,1995年［平成7年］,11万3912円/m2,37万6570円/坪,-7.43％
香川県,基準地価平均,1996年［平成8年］,10万8329円/m2,35万8113円/坪,-4.90％
香川県,基準地価平均,1997年［平成9年］,10万4336円/m2,34万4914円/坪,-3.69％
香川県,基準地価平均,1998年［平成10年］,9万9821円/m2,32万9988円/坪,-4.33％
香川県,基準地価平均,1999年［平成11年］,9万3876円/m2,31万0333円/坪,-5.96％
香川県,基準地価平均,2000年［平成12年］,8万8390円/m2,29万2199円/坪,-5.84％
鹿児島県,公示地価平均,1991年［平成3年］,36万8705円/m2,121万8862円/坪,+67.94％
鹿児島県,公示地価平均,1992年［平成4年］,35万1210円/m2,116万1027円/坪,-4.74％
鹿児島県,公示地価平均,1993年［平成5年］,33万2711円/m2,109万9874円/坪,-5.27％
鹿児島県,公示地価平均,1994年［平成6年］,16万4482円/m2,54万3742円/坪,-50.56％
神奈川県,公示地価平均,1994年［平成6年］,49万6022円/m2,163万9744円/坪,-18.44％
神奈川県,公示地価平均,1995年［平成7年］,44万8617円/m2,148万3034円/坪,-9.56％
神奈川県,公示地価平均,1996年［平成8年］,40万0610円/m2,132万4330円/坪,-10.70％
神奈川県,公示地価平均,1997年［平成9年］,36万9913円/m2,122万2854円/坪,-7.66％
神奈川県,公示地価平均,1998年［平成10年］,35万3809円/m2,116万9618円/坪,-4.35％
神奈川県,公示地価平均,1999年［平成11年］,33万0228円/m2,109万1664円/坪,-6.66％
神奈川県,公示地価平均,2000年［平成12年］,30万4245円/m2,100万5771円/坪,-7.87％
香川県,基準地価平均,2001年［平成13年］,8万2513円/m2,27万2772円/坪,-6.65％
香川県,基準地価平均,2002年［平成14年］,7万6650円/m2,25万3388円/坪,-7.11％
香川県,基準地価平均,2003年［平成15年］,7万0910円/m2,23万4416円/坪,-7.49％
香川県,基準地価平均,2004年［平成16年］,6万4232円/m2,21万2337円/坪,-9.42％
香川県,基準地価平均,2005年［平成17年］,6万0493円/m2,19万9977円/坪,-5.82％
香川県,基準地価平均,2006年［平成18年］,5万9372円/m2,19万6273円/坪,-1.85％
鹿児島県,公示地価平均,1995年［平成7年］,14万5819円/m2,48万2048円/坪,-11.35％
鹿児島県,公示地価平均,1996年［平成8年］,12万9216円/m2,42万7161円/坪,-11.39％
鹿児島県,公示地価平均,1997年［平成9年］,12万0455円/m2,39万8201円/坪,-6.78％
鹿児島県,公示地価平均,1998年［平成10年］,11万3369円/m2,37万4774円/坪,-5.88％
鹿児島県,公示地価平均,1999年［平成11年］,10万6759円/m2,35万2923円/坪,-5.83％
神奈川県,公示地価平均,2001年［平成13年］,28万2008円/m2,93万2258円/坪,-7.31％
神奈川県,公示地価平均,2002年［平成14年］,26万6854円/m2,88万2162円/坪,-5.37％
神奈川県,公示地価平均,2003年［平成15年］,24万8284円/m2,82万0776円/坪,-6.96％
神奈川県,公示地価平均,2004年［平成16年］,23万4092円/m2,77万3858円/坪,-5.72％
神奈川県,公示地価平均,2005年［平成17年］,22万4504円/m2,74万2162円/坪,-4.10％
香川県,基準地価平均,2007年［平成19年］,5万6989円/m2,18万8394円/坪,-4.01％
香川県,基準地価平均,2008年［平成20年］,5万5735円/m2,18万4249円/坪,-2.20％
香川県,基準地価平均,2009年［平成21年］,5万2238円/m2,17万2688円/坪,-6.27％
香川県,基準地価平均,2010年［平成22年］,4万9069円/m2,16万2214円/坪,-6.07％
香川県,基準地価平均,2011年［平成23年］,4万5831円/m2,15万1509円/坪,-6.60％
鹿児島県,公示地価平均,2000年［平成12年］,10万2186円/m2,33万7807円/坪,-4.28％
鹿児島県,公示地価平均,2001年［平成13年］,9万7704円/m2,32万2989円/坪,-4.39％
鹿児島県,公示地価平均,2002年［平成14年］,9万1783円/m2,30万3415円/坪,-6.06％
鹿児島県,公示地価平均,2003年［平成15年］,8万8159円/m2,29万1435円/坪,-3.95％
鹿児島県,公示地価平均,2004年［平成16年］,8万3912円/m2,27万7396円/坪,-4.82％
鹿児島県,公示地価平均,2005年［平成17年］,8万1418円/m2,26万9152円/坪,-2.97％
神奈川県,公示地価平均,2006年［平成18年］,22万2562円/m2,73万5742円/坪,-0.86％
神奈川県,公示地価平均,2007年［平成19年］,23万1284円/m2,76万4577円/坪,+3.92％
神奈川県,公示地価平均,2008年［平成20年］,25万1307円/m2,83万0770円/坪,+8.66％
神奈川県,公示地価平均,2009年［平成21年］,24万0904円/m2,79万6379円/坪,-4.14％
神奈川県,公示地価平均,2010年［平成22年］,23万1217円/m2,76万4355円/坪,-4.02％
神奈川県,公示地価平均,2011年［平成23年］,22万7536円/m2,75万2185円/坪,-1.59％
香川県,基準地価平均,2012年［平成24年］,4万3212円/m2,14万2851円/坪,-5.71％
香川県,基準地価平均,2013年［平成25年］,4万1611円/m2,13万7559円/坪,-3.70％
香川県,基準地価平均,2014年［平成26年］,4万1542円/m2,13万7331円/坪,-0.17％
香川県,基準地価平均,2015年［平成27年］,4万0645円/m2,13万4366円/坪,-2.16％
香川県,基準地価平均,2016年［平成28年］,4万0096円/m2,13万2549円/坪,-1.35％
鹿児島県,公示地価平均,2006年［平成18年］,7万9063円/m2,26万1366円/坪,-2.89％
鹿児島県,公示地価平均,2007年［平成19年］,7万8765円/m2,26万0382円/坪,-0.38％
鹿児島県,公示地価平均,2008年［平成20年］,7万7676円/m2,25万6783円/坪,-1.38％
鹿児島県,公示地価平均,2009年［平成21年］,7万5606円/m2,24万9939円/坪,-2.67％
鹿児島県,公示地価平均,2010年［平成22年］,7万2904円/m2,24万1005円/坪,-3.57％
鹿児島県,公示地価平均,2011年［平成23年］,7万0157円/m2,23万1926円/坪,-3.77％
神奈川県,公示地価平均,2012年［平成24年］,22万6219円/m2,74万7832円/坪,-0.58％
神奈川県,公示地価平均,2013年［平成25年］,23万0779円/m2,76万2906円/坪,+2.02％
神奈川県,公示地価平均,2014年［平成26年］,23万4041円/m2,77万3691円/坪,+1.41％
神奈川県,公示地価平均,2015年［平成27年］,23万7222円/m2,78万4207円/坪,+1.36％
神奈川県,公示地価平均,2016年［平成28年］,23万4883円/m2,77万6472円/坪,-0.99％
神奈川県,公示地価平均,2017年［平成29年］,23万7434円/m2,78万4906円/坪,+1.09％
神奈川県,基準地価平均,1983年［昭和58年］,23万1028円/m2,76万3729円/坪,
鹿児島県,公示地価平均,2012年［平成24年］,6万8037円/m2,22万4918円/坪,-3.02％
鹿児島県,公示地価平均,2013年［平成25年］,6万9090円/m2,22万8398円/坪,+1.55％
鹿児島県,公示地価平均,2014年［平成26年］,6万9505円/m2,22万9771円/坪,+0.60％
鹿児島県,公示地価平均,2015年［平成27年］,6万8384円/m2,22万6064円/坪,-1.61％
鹿児島県,公示地価平均,2016年［平成28年］,6万6711円/m2,22万0535円/坪,-2.45％
鹿児島県,公示地価平均,2017年［平成29年］,6万7751円/m2,22万3971円/坪,+1.56％
鹿児島県,基準地価平均,1983年［昭和58年］,3万9065円/m2,12万9142円/坪,
神奈川県,基準地価平均,1984年［昭和59年］,22万7982円/m2,75万3661円/坪,-1.32％
神奈川県,基準地価平均,1985年［昭和60年］,24万5991円/m2,81万3196円/坪,+7.90％
神奈川県,基準地価平均,1986年［昭和61年］,32万0136円/m2,105万8303円/坪,+30.14％
神奈川県,基準地価平均,1987年［昭和62年］,61万8404円/m2,204万4312円/坪,+93.17％
神奈川県,基準地価平均,1988年［昭和63年］,81万5850円/m2,269万7024円/坪,+31.93％
鹿児島県,基準地価平均,1984年［昭和59年］,3万8527円/m2,12万7364円/坪,-1.38％
鹿児島県,基準地価平均,1985年［昭和60年］,3万8786円/m2,12万8219円/坪,+0.67％
鹿児島県,基準地価平均,1986年［昭和61年］,4万1921円/m2,13万8583円/坪,+8.08％
鹿児島県,基準地価平均,1987年［昭和62年］,4万1265円/m2,13万6414円/坪,-1.56％
鹿児島県,基準地価平均,1988年［昭和63年］,5万7342円/m2,18万9561円/坪,+38.96％
鹿児島県,基準地価平均,1989年［平成元年］,6万2859円/m2,20万7799円/坪,+9.62％
神奈川県,基準地価平均,1989年［平成元年］,82万4048円/m2,272万4128円/坪,+1.00％
神奈川県,基準地価平均,1990年［平成2年］,82万5507円/m2,272万8951円/坪,+0.18％
神奈川県,基準地価平均,1991年［平成3年］,78万4892円/m2,259万4684円/坪,-4.92％
神奈川県,基準地価平均,1992年［平成4年］,72万6035円/m2,240万0116円/坪,-7.50％
神奈川県,基準地価平均,1993年［平成5年］,59万0394円/m2,195万1718円/坪,-18.68％
鹿児島県,基準地価平均,1990年［平成2年］,7万5220円/m2,24万8662円/坪,+19.66％
鹿児島県,基準地価平均,1991年［平成3年］,8万3974円/m2,27万7600円/坪,+11.64％
鹿児島県,基準地価平均,1992年［平成4年］,7万8685円/m2,26万0116円/坪,-6.30％
鹿児島県,基準地価平均,1993年［平成5年］,7万1992円/m2,23万7990円/坪,-8.51％
鹿児島県,基準地価平均,1994年［平成6年］,6万9263円/m2,22万8969円/坪,-3.79％
鹿児島県,基準地価平均,1995年［平成7年］,6万3370円/m2,20万9490円/坪,-8.51％
神奈川県,基準地価平均,1994年［平成6年］,51万5244円/m2,170万3288円/坪,-12.73％
神奈川県,基準地価平均,1995年［平成7年］,46万3178円/m2,153万1167円/坪,-10.11％
神奈川県,基準地価平均,1996年［平成8年］,40万9241円/m2,135万2864円/坪,-11.64％
神奈川県,基準地価平均,1997年［平成9年］,38万0121円/m2,125万6601円/坪,-7.12％
神奈川県,基準地価平均,1998年［平成10年］,35万6355円/m2,117万8035円/坪,-6.25％
神奈川県,基準地価平均,1999年［平成11年］,32万5343円/m2,107万5516円/坪,-8.70％
鹿児島県,基準地価平均,1996年［平成8年］,5万9975円/m2,19万8264円/坪,-5.36％
鹿児島県,基準地価平均,1997年［平成9年］,5万9760円/m2,19万7554円/坪,-0.36％
鹿児島県,基準地価平均,1998年［平成10年］,5万7733円/m2,19万0853円/坪,-3.39％
鹿児島県,基準地価平均,1999年［平成11年］,5万5982円/m2,18万5067円/坪,-3.03％
鹿児島県,基準地価平均,2000年［平成12年］,5万4336円/m2,17万9624円/坪,-2.94％
鹿児島県,基準地価平均,2001年［平成13年］,5万4432円/m2,17万9941円/坪,+0.18％
鹿児島県,基準地価平均,2002年［平成14年］,5万3084円/m2,17万5485円/坪,-2.48％
鹿児島県,基準地価平均,2003年［平成15年］,5万1226円/m2,16万9343円/坪,-3.50％
神奈川県,基準地価平均,2000年［平成12年］,29万7402円/m2,98万3148円/坪,-8.59％
神奈川県,基準地価平均,2001年［平成13年］,27万5882円/m2,91万2009円/坪,-7.24％
神奈川県,基準地価平均,2002年［平成14年］,25万7838円/m2,85万2360円/坪,-6.54％
神奈川県,基準地価平均,2003年［平成15年］,24万0787円/m2,79万5992円/坪,-6.61％
神奈川県,基準地価平均,2004年［平成16年］,22万8340円/m2,75万4844円/坪,-5.17％
鹿児島県,基準地価平均,2004年［平成16年］,4万8803円/m2,16万1335円/坪,-4.73％
鹿児島県,基準地価平均,2005年［平成17年］,4万7732円/m2,15万7793円/坪,-2.20％
鹿児島県,基準地価平均,2006年［平成18年］,4万6607円/m2,15万4075円/坪,-2.36％
鹿児島県,基準地価平均,2007年［平成19年］,4万6876円/m2,15万4962円/坪,+0.58％
鹿児島県,基準地価平均,2008年［平成20年］,4万6323円/m2,15万3134円/坪,-1.18％
鹿児島県,基準地価平均,2009年［平成21年］,4万5020円/m2,14万8829円/坪,-2.81％
鹿児島県,基準地価平均,2010年［平成22年］,4万2967円/m2,14万2040円/坪,-4.56％
長崎県,総平均,1983年［昭和58年］,5万5261円/m2,18万2682円/坪,
長崎県,総平均,1984年［昭和59年］,5万6896円/m2,18万8089円/坪,+2.96％
神奈川県,基準地価平均,2005年［平成17年］,22万0676円/m2,72万9507円/坪,-3.36％
神奈川県,基準地価平均,2006年［平成18年］,22万2157円/m2,73万4403円/坪,+0.67％
神奈川県,基準地価平均,2007年［平成19年］,23万6694円/m2,78万2459円/坪,+6.54％
神奈川県,基準地価平均,2008年［平成20年］,25万1433円/m2,83万1184円/坪,+6.23％
神奈川県,基準地価平均,2009年［平成21年］,23万3280円/m2,77万1173円/坪,-7.22％
鹿児島県,基準地価平均,2011年［平成23年］,4万2082円/m2,13万9114円/坪,-2.06％
鹿児島県,基準地価平均,2012年［平成24年］,4万1781円/m2,13万8119円/坪,-0.72％
鹿児島県,基準地価平均,2013年［平成25年］,4万0837円/m2,13万4999円/坪,-2.26％
鹿児島県,基準地価平均,2014年［平成26年］,4万0495円/m2,13万3870円/坪,-0.84％
鹿児島県,基準地価平均,2015年［平成27年］,3万9798円/m2,13万1563円/坪,-1.72％
鹿児島県,基準地価平均,2016年［平成28年］,4万0107円/m2,13万2587円/坪,+0.78％
長崎県,総平均,1985年［昭和60年］,5万8408円/m2,19万3086円/坪,+2.66％
長崎県,総平均,1986年［昭和61年］,5万9269円/m2,19万5933円/坪,+1.47％
長崎県,総平均,1987年［昭和62年］,6万0518円/m2,20万0060円/坪,+2.11％
長崎県,総平均,1988年［昭和63年］,6万5576円/m2,21万6781円/坪,+8.36％
長崎県,総平均,1989年［平成元年］,7万5304円/m2,24万8939円/坪,+14.83％
長崎県,総平均,1990年［平成2年］,9万8691円/m2,32万6251円/坪,+31.06％
長崎県,総平均,1991年［平成3年］,13万4991円/m2,44万6254円/坪,+36.78％
神奈川県,基準地価平均,2010年［平成22年］,22万7868円/m2,75万3285円/坪,-2.32％
神奈川県,基準地価平均,2011年［平成23年］,22万3225円/m2,73万7934円/坪,-2.04％
神奈川県,基準地価平均,2012年［平成24年］,22万2805円/m2,73万6545円/坪,-0.19％
神奈川県,基準地価平均,2013年［平成25年］,22万5685円/m2,74万6067円/坪,+1.29％
神奈川県,基準地価平均,2014年［平成26年］,23万2336円/m2,76万8053円/坪,+2.95％
長崎県,総平均,1992年［平成4年］,15万1883円/m2,50万2092円/坪,+12.51％
長崎県,総平均,1993年［平成5年］,15万0457円/m2,49万7380円/坪,-0.94％
長崎県,総平均,1994年［平成6年］,13万4599円/m2,44万4957円/坪,-10.54％
長崎県,総平均,1995年［平成7年］,12万8484円/m2,42万4743円/坪,-4.54％
長崎県,総平均,1996年［平成8年］,12万1309円/m2,40万1022円/坪,-5.58％
長崎県,総平均,1997年［平成9年］,11万6204円/m2,38万4145円/坪,-4.21％
神奈川県,基準地価平均,2015年［平成27年］,23万5318円/m2,77万7913円/坪,+1.28％
神奈川県,基準地価平均,2016年［平成28年］,24万9293円/m2,82万4111円/坪,+5.94％
長崎県,総平均,1998年［平成10年］,11万1099円/m2,36万7272円/坪,-4.39％
長崎県,総平均,1999年［平成11年］,10万2789円/m2,33万9799円/坪,-7.48％
長崎県,総平均,2000年［平成12年］,9万4045円/m2,31万0893円/坪,-8.51％
長崎県,総平均,2001年［平成13年］,8万5127円/m2,28万1414円/坪,-9.48％
長崎県,総平均,2002年［平成14年］,7万7346円/m2,25万5690円/坪,-9.14％
長崎県,総平均,2003年［平成15年］,7万0116円/m2,23万1789円/坪,-9.35％
長崎県,総平均,2004年［平成16年］,6万4179円/m2,21万2164円/坪,-8.47％
長崎県,総平均,2005年［平成17年］,5万9616円/m2,19万7078円/坪,-7.11％
長崎県,総平均,2006年［平成18年］,5万6455円/m2,18万6630円/坪,-5.30％
長崎県,総平均,2007年［平成19年］,5万4166円/m2,17万9063円/坪,-4.05％
長崎県,総平均,2008年［平成20年］,5万2644円/m2,17万4031円/坪,-2.81％
長崎県,総平均,2009年［平成21年］,5万0767円/m2,16万7827円/坪,-3.56％
長崎県,総平均,2010年［平成22年］,4万9214円/m2,16万2690円/坪,-3.06％
長崎県,総平均,2011年［平成23年］,4万7325円/m2,15万6447円/坪,-3.84％
長崎県,総平均,2012年［平成24年］,4万6305円/m2,15万3077円/坪,-2.15％
長崎県,総平均,2013年［平成25年］,4万5574円/m2,15万0661円/坪,-1.58％
長崎県,総平均,2014年［平成26年］,4万5073円/m2,14万9003円/坪,-1.10％
長崎県,総平均,2015年［平成27年］,4万7003円/m2,15万5384円/坪,+4.28％
長崎県,総平均,2016年［平成28年］,4万7196円/m2,15万6021円/坪,+0.41％
長崎県,公示地価平均,1983年［昭和58年］,8万3198円/m2,27万5034円/坪,
長崎県,公示地価平均,1984年［昭和59年］,8万5811円/m2,28万3675円/坪,+3.14％
長崎県,公示地価平均,1985年［昭和60年］,8万6451円/m2,28万5791円/坪,+0.75％
長崎県,公示地価平均,1986年［昭和61年］,8万7607円/m2,28万9611円/坪,+1.34％
長崎県,公示地価平均,1987年［昭和62年］,8万8594円/m2,29万2874円/坪,+1.13％
長崎県,公示地価平均,1988年［昭和63年］,9万1960円/m2,30万4002円/坪,+3.80％
長崎県,公示地価平均,1989年［平成元年］,10万0240円/m2,33万1374円/坪,+9.00％
長崎県,公示地価平均,1990年［平成2年］,11万5537円/m2,38万1940円/坪,+15.26％
長崎県,公示地価平均,1991年［平成3年］,18万0802円/m2,59万7695円/坪,+56.49％
長崎県,公示地価平均,1992年［平成4年］,22万0677円/m2,72万9511円/坪,+22.05％
長崎県,公示地価平均,1993年［平成5年］,23万7334円/m2,78万4575円/坪,+7.55％
長崎県,公示地価平均,1994年［平成6年］,17万1975円/m2,56万8512円/坪,-27.54％
長崎県,公示地価平均,1995年［平成7年］,16万8939円/m2,55万8476円/坪,-1.77％
長崎県,公示地価平均,1996年［平成8年］,16万0718円/m2,53万1299円/坪,-4.87％
長崎県,公示地価平均,1997年［平成9年］,15万2996円/m2,50万5774円/坪,-4.80％
長崎県,公示地価平均,1998年［平成10年］,15万0374円/m2,49万7105円/坪,-1.71％
長崎県,公示地価平均,1999年［平成11年］,13万9949円/m2,46万2643円/坪,-6.93％
長崎県,公示地価平均,2000年［平成12年］,12万7721円/m2,42万2218円/坪,-8.74％
長崎県,公示地価平均,2001年［平成13年］,11万4838円/m2,37万9632円/坪,-10.09％
長崎県,公示地価平均,2002年［平成14年］,10万3789円/m2,34万3106円/坪,-9.62％
長崎県,公示地価平均,2003年［平成15年］,9万3831円/m2,31万0186円/坪,-9.59％
長崎県,公示地価平均,2004年［平成16年］,8万4930円/m2,28万0761円/坪,-9.49％
長崎県,公示地価平均,2005年［平成17年］,7万8547円/m2,25万9660円/坪,-7.52％
長崎県,公示地価平均,2006年［平成18年］,7万4274円/m2,24万5536円/坪,-5.44％
長崎県,公示地価平均,2007年［平成19年］,7万0782円/m2,23万3991円/坪,-4.70％
長崎県,公示地価平均,2008年［平成20年］,6万8702円/m2,22万7115円/坪,-2.94％
長崎県,公示地価平均,2009年［平成21年］,6万6460円/m2,21万9702円/坪,-3.26％
長崎県,公示地価平均,2010年［平成22年］,6万4872円/m2,21万4454円/坪,-2.39％
長崎県,公示地価平均,2011年［平成23年］,6万2226円/m2,20万5707円/坪,-4.08％
長崎県,公示地価平均,2012年［平成24年］,6万0429円/m2,19万9768円/坪,-2.89％
長崎県,公示地価平均,2013年［平成25年］,5万9620円/m2,19万7091円/坪,-1.34％
長崎県,公示地価平均,2014年［平成26年］,5万9445円/m2,19万6514円/坪,-0.29％
長崎県,公示地価平均,2015年［平成27年］,6万1896円/m2,20万4617円/坪,+4.12％
長崎県,公示地価平均,2016年［平成28年］,6万1810円/m2,20万4331円/坪,-0.14％
長崎県,公示地価平均,2017年［平成29年］,6万2698円/m2,20万7268円/坪,+1.44％
長崎県,基準地価平均,1983年［昭和58年］,4万8577円/m2,16万0588円/坪,
長崎県,基準地価平均,1984年［昭和59年］,5万0006円/m2,16万5309円/坪,+2.94％
長崎県,基準地価平均,1985年［昭和60年］,5万1332円/m2,16万9693円/坪,+2.65％
長崎県,基準地価平均,1986年［昭和61年］,5万2250円/m2,17万2728円/坪,+1.79％
長崎県,基準地価平均,1987年［昭和62年］,5万3627円/m2,17万7279円/坪,+2.63％
長崎県,基準地価平均,1988年［昭和63年］,5万8950円/m2,19万4879円/坪,+9.93％
長崎県,基準地価平均,1989年［平成元年］,6万9274円/m2,22万9006円/坪,+17.51％
長崎県,基準地価平均,1990年［平成2年］,9万4611円/m2,31万2764円/坪,+36.57％
長崎県,基準地価平均,1991年［平成3年］,12万2740円/m2,40万5752円/坪,+29.73％
長崎県,基準地価平均,1992年［平成4年］,13万3323円/m2,44万0738円/坪,+8.62％
長崎県,基準地価平均,1993年［平成5年］,12万6579円/m2,41万8443円/坪,-5.06％
長崎県,基準地価平均,1994年［平成6年］,11万8581円/m2,39万2005円/坪,-6.32％
長崎県,基準地価平均,1995年［平成7年］,10万8257円/m2,35万7876円/坪,-8.71％
長崎県,基準地価平均,1996年［平成8年］,10万1552円/m2,33万5709円/坪,-6.19％
長崎県,基準地価平均,1997年［平成9年］,9万7712円/m2,32万3016円/坪,-3.78％
長崎県,基準地価平均,1998年［平成10年］,9万1462円/m2,30万2355円/坪,-6.40％
長崎県,基準地価平均,1999年［平成11年］,8万4022円/m2,27万7760円/坪,-8.13％
長崎県,基準地価平均,2000年［平成12年］,7万6913円/m2,25万4259円/坪,-8.46％
長崎県,基準地価平均,2001年［平成13年］,6万9828円/m2,23万0839円/坪,-9.21％
長崎県,基準地価平均,2002年［平成14年］,6万3603円/m2,21万0259円/坪,-8.92％
長崎県,基準地価平均,2003年［平成15年］,5万7851円/m2,19万1245円/坪,-9.04％
長崎県,基準地価平均,2004年［平成16年］,5万3453円/m2,17万6705円/坪,-7.60％
長崎県,基準地価平均,2005年［平成17年］,4万9902円/m2,16万4965円/坪,-6.64％
長崎県,基準地価平均,2006年［平成18年］,4万7293円/m2,15万6343円/坪,-5.23％
長崎県,基準地価平均,2007年［平成19年］,4万5604円/m2,15万0760円/坪,-3.57％
長崎県,基準地価平均,2008年［平成20年］,4万4427円/m2,14万6869円/坪,-2.58％
長崎県,基準地価平均,2009年［平成21年］,4万2701円/m2,14万1162円/坪,-3.89％
長崎県,基準地価平均,2010年［平成22年］,4万1129円/m2,13万5966円/坪,-3.68％
長崎県,基準地価平均,2011年［平成23年］,3万9565円/m2,13万0796円/坪,-3.80％
長崎県,基準地価平均,2012年［平成24年］,3万8956円/m2,12万8781円/坪,-1.54％
長崎県,基準地価平均,2013年［平成25年］,3万8144円/m2,12万6098円/坪,-2.08％
長崎県,基準地価平均,2014年［平成26年］,3万7539円/m2,12万4097円/坪,-1.59％
長崎県,基準地価平均,2015年［平成27年］,3万9106円/m2,12万9276円/坪,+4.17％
長崎県,基準地価平均,2016年［平成28年］,3万9214円/m2,12万9633円/坪,+0.28％
大阪府,総平均,1983年［昭和58年］,21万9166円/m2,72万4518円/坪,
大阪府,総平均,1984年［昭和59年］,23万1253円/m2,76万4474円/坪,+5.51％
大阪府,総平均,1985年［昭和60年］,28万7695円/m2,95万1058円/坪,+24.41％
大阪府,総平均,1986年［昭和61年］,40万5129円/m2,133万9271円/坪,+40.82％
大阪府,総平均,1987年［昭和62年］,58万4927円/m2,193万3645円/坪,+44.38％
大阪府,総平均,1988年［昭和63年］,85万0278円/m2,281万0838円/坪,+45.36％
大阪府,総平均,1989年［平成元年］,106万0374円/m2,350万5371円/坪,+24.71％
大阪府,総平均,1990年［平成2年］,138万9405円/m2,459万3076円/坪,+31.03％
大阪府,総平均,1991年［平成3年］,139万8475円/m2,462万3058円/坪,+0.65％
大阪府,総平均,1992年［平成4年］,111万2634円/m2,367万8131円/坪,-20.44％
大阪府,総平均,1993年［平成5年］,83万5809円/m2,276万3007円/坪,-24.88％
大阪府,総平均,1994年［平成6年］,67万9672円/m2,224万6851円/坪,-18.68％
大阪府,総平均,1995年［平成7年］,54万1363円/m2,178万9632円/坪,-20.35％
大阪府,総平均,1996年［平成8年］,45万5222円/m2,150万4867円/坪,-15.91％
大阪府,総平均,1997年［平成9年］,41万5444円/m2,137万3371円/坪,-8.74％
大阪府,総平均,1998年［平成10年］,38万9220円/m2,128万6679円/坪,-6.31％
